mrr,plan_tier,months_active,usage_index,usage_trend_3m,support_tickets_90d,payment_failures,seat_utilization,days_since_login,churned
1181.63,1,19,0.4045,0.0586,1,0,0.1838,3,0
646.87,1,9,0.7053,-0.1646,10,0,0.2316,47,1
245.95,0,36,0.653,0.0592,1,0,0.3072,0,0
3315.96,2,4,0.5113,-0.3973,3,0,0.506,10,0
482.34,1,18,0.4383,0.1503,0,0,0.661,3,0
560.41,1,20,0.4599,0.0179,1,0,0.9279,3,0
267.75,0,39,0.3634,0.0462,1,0,0.488,6,1
222.86,0,30,0.341,-0.0208,1,0,0.6928,0,0
803.01,1,12,0.4367,-0.2221,6,0,0.4388,37,0
571.87,1,28,0.4827,-0.2372,6,0,0.452,59,1
312.59,0,28,0.5018,-0.4351,4,0,0.05,38,1
275.24,0,22,0.0784,-0.148,5,0,0.0713,16,1
351.46,0,33,0.8804,0.1688,0,0,0.2533,8,0
954.67,1,20,0.5106,0.0163,5,0,0.4957,2,0
311.76,0,21,0.5653,-0.1024,4,0,0.6369,17,1
1446.67,2,48,0.2686,0.1062,3,0,0.6964,3,0
344.57,0,16,0.758,-0.271,4,0,0.5127,40,1
258.29,0,20,0.5672,0.039,1,0,0.2025,3,0
273.57,0,9,0.619,-0.0017,2,0,0.7473,3,0
1284.49,1,42,0.4604,-0.035,2,0,0.6174,7,1
225.45,0,43,0.673,-0.1951,5,0,0.2073,55,1
1428.15,1,41,0.3264,0.0713,0,0,0.5942,8,1
3979.02,2,11,0.954,0.1123,0,0,0.7042,6,0
377.42,0,28,0.155,0.0197,3,0,0.2705,0,0
631.44,1,18,0.3132,-0.1714,8,0,0.377,41,0
134.92,0,46,0.1679,0.1308,0,0,0.3224,5,0
423.04,0,21,0.6521,-0.0535,0,0,0.3322,8,1
301.53,0,25,0.4872,-0.0552,1,0,0.9157,5,0
223.42,0,28,0.5125,-0.0332,2,0,0.5575,6,0
1342.07,1,46,0.6121,-0.1544,0,0,0.7123,3,0
658.31,1,43,0.5513,-0.0018,0,0,0.8324,8,0
767.22,1,50,0.5522,-0.0754,4,0,0.0918,48,0
1069.49,1,26,0.738,-0.0234,1,0,0.8938,3,1
602.72,1,50,0.1981,-0.4247,4,0,0.3509,35,1
279.1,0,53,0.6702,0.1476,3,0,0.7566,8,0
424.57,0,32,0.5243,-0.3251,4,0,0.156,45,1
312.24,0,41,0.9281,-0.3859,5,0,0.6572,49,0
1377.22,1,55,0.7616,0.1634,2,1,0.6257,6,0
3568.8,2,51,0.5578,-0.0037,3,0,0.8232,1,0
290.79,0,17,0.2093,-0.1449,7,0,0.2539,19,1
392.82,1,43,0.2157,-0.1275,9,0,0.5617,27,1
604.38,1,27,0.2387,-0.2085,6,0,0.5311,55,1
1162.57,1,9,0.7416,-0.3065,6,0,0.05,23,1
517.31,1,23,0.6771,-0.1759,5,0,0.3714,46,0
793.84,1,59,0.3237,-0.142,1,0,0.732,0,0
1001.94,1,58,0.3791,-0.2198,0,0,0.8123,4,0
4014.12,2,48,0.356,-0.134,6,0,0.6934,51,1
237.13,0,60,0.4499,-0.3466,5,0,0.05,44,0
1916.02,2,35,0.759,-0.3015,2,4,0.1962,13,1
284.73,0,46,0.3595,0.0772,1,3,0.7785,8,0
1006.31,1,10,0.3921,-0.2412,3,0,0.5746,33,1
274.76,0,18,0.1378,-0.141,0,0,0.6879,5,0
418.69,0,11,0.3386,-0.2695,3,3,0.6252,22,1
219.24,0,57,0.7006,0.0493,2,0,0.2926,4,1
302.46,0,37,0.0922,-0.087,0,0,0.3159,5,1
338.9,0,56,0.5041,-0.3451,5,0,0.05,9,0
252.09,0,25,0.4247,0.0124,1,0,0.053,6,1
389.08,0,25,0.6735,0.0286,1,2,0.6963,3,0
305.52,0,41,0.6333,-0.1842,3,0,0.2263,50,0
1173.0,1,35,0.9239,-0.0076,1,0,0.3077,4,0
2568.71,2,23,0.3501,-0.0695,1,0,0.566,5,0
1015.32,1,20,0.3738,-0.3821,4,0,0.4375,42,0
232.42,0,31,0.4954,-0.0895,3,0,0.7565,2,0
232.55,0,5,0.4244,0.1714,1,0,0.2803,8,0
3684.03,2,12,0.25,-0.2746,3,0,0.1953,25,1
362.24,0,3,0.7377,-0.2065,1,0,0.5998,6,1
202.72,0,10,0.5447,0.0459,2,0,0.3632,5,0
2556.84,2,12,0.2634,-0.0604,0,0,0.9222,0,0
1045.66,2,5,0.5377,0.0156,1,0,0.7915,3,0
237.22,0,4,0.3554,-0.007,2,0,0.703,0,0
1245.86,1,50,0.4053,0.169,1,1,0.6828,3,0
277.57,0,11,0.7576,-0.0184,1,0,0.3872,1,0
927.5,1,34,0.4284,-0.0951,8,0,0.2322,11,0
100.9,0,6,0.3355,-0.1889,5,0,0.5518,21,1
252.8,0,57,0.0946,-0.1167,4,0,0.3597,3,1
1001.86,1,15,0.535,0.0388,2,0,0.4912,1,1
341.29,0,45,0.5146,-0.0558,0,0,0.8686,4,1
1246.44,1,39,0.7532,-0.1009,1,0,0.6594,7,0
269.43,0,47,0.4278,-0.1005,0,0,0.4412,6,0
2264.81,2,38,0.4557,0.1021,0,0,0.6889,0,1
558.35,1,31,0.7268,0.2843,1,0,0.1835,6,0
269.97,0,47,0.4412,-0.0605,0,0,0.8633,0,0
572.3,1,49,0.3609,0.0416,0,0,0.9246,4,0
151.89,0,23,0.2478,0.051,1,0,0.6748,8,0
198.36,0,57,0.1946,-0.033,3,0,0.7519,0,0
491.73,0,60,0.5488,-0.3102,3,0,0.2588,11,0
2183.16,2,44,0.2213,0.2397,0,0,0.5469,3,0
961.2,1,56,0.277,-0.0398,0,0,0.9801,7,0
2005.2,2,7,0.4344,0.1934,1,0,0.6029,8,0
1282.45,2,33,0.4151,-0.0347,0,0,0.1996,7,0
3330.45,2,40,0.7344,-0.1571,6,0,0.731,56,1
135.59,0,56,0.5083,-0.2559,8,0,0.389,56,0
1976.43,2,8,0.1283,-0.2909,4,0,0.6979,30,1
873.15,1,49,0.5547,-0.3901,8,0,0.399,44,0
314.36,0,5,0.5687,0.0938,2,0,0.5778,7,0
690.18,1,22,0.8065,-0.1761,4,0,0.4827,16,0
152.41,0,42,0.9222,-0.4179,8,3,0.5013,44,1
219.09,0,18,0.362,0.0731,1,0,0.7429,0,0
223.14,0,51,0.671,0.1731,0,0,0.2853,4,0
221.25,0,56,0.3212,-0.0658,1,0,0.5553,5,1
407.24,0,10,0.4765,-0.1745,8,0,0.5646,19,1
1569.42,2,16,0.4136,0.0198,0,1,0.5535,3,0
988.87,1,5,0.3385,-0.1465,6,0,0.05,37,1
940.7,1,43,0.5151,-0.0807,2,0,0.6619,1,0
405.87,0,54,0.2926,0.0582,1,1,0.4734,1,0
276.8,0,37,0.5336,0.0865,0,0,0.772,3,0
382.52,0,8,0.845,0.0313,0,0,0.1739,6,0
837.94,1,11,0.5526,-0.3294,8,0,0.4929,49,1
337.62,0,3,0.5566,-0.0903,1,1,0.5487,4,1
525.94,1,30,0.262,-0.0191,1,0,0.4513,5,0
353.48,1,44,0.4601,-0.098,0,2,0.6142,5,0
1015.73,1,10,0.4069,0.0339,1,0,0.2511,1,0
2790.95,2,51,0.8238,0.0688,0,0,0.9235,3,0
342.51,0,16,0.7591,0.1542,1,0,0.6616,5,0
1997.19,2,31,0.3416,-0.0977,1,0,0.4228,5,0
1499.11,1,41,0.4411,0.0572,0,0,0.3518,7,0
757.68,1,33,0.4389,0.1636,0,0,0.6185,7,0
1031.25,1,29,0.2418,-0.392,7,0,0.1296,43,1
1095.91,1,21,0.4735,-0.1036,3,0,0.5448,4,0
4379.91,2,26,0.7176,-0.1274,1,0,0.613,3,0
259.54,0,15,0.5312,0.0824,2,1,0.4107,7,0
708.11,1,18,0.7691,-0.4055,5,0,0.0983,16,0
526.83,1,46,0.5668,0.0678,2,0,0.6526,0,0
499.3,0,53,0.5252,-0.1349,2,0,0.595,42,0
2781.42,2,51,0.1772,0.2001,3,0,0.231,7,0
339.83,0,20,0.2559,0.0988,0,0,0.349,7,0
2649.35,1,20,0.3688,-0.3266,5,0,0.1437,23,1
324.94,0,4,0.3639,-0.0102,1,0,0.4359,3,1
183.84,0,17,0.8313,-0.2723,3,0,0.363,34,1
831.02,1,36,0.5777,-0.0869,0,0,0.5567,2,0
206.17,0,17,0.3333,0.1382,2,0,0.8398,4,1
252.48,0,45,0.6815,-0.2747,6,0,0.6283,48,1
251.89,0,4,0.6927,-0.297,5,2,0.05,43,1
236.14,0,25,0.2755,0.0004,3,0,0.4649,4,0
546.52,1,17,0.4999,-0.2186,8,4,0.4649,56,0
4190.6,2,30,0.8203,-0.2618,4,0,0.3065,29,0
321.98,0,2,0.2389,0.1932,0,0,0.5837,0,0
822.47,1,26,0.5022,-0.2946,6,0,0.4419,39,0
378.06,0,48,0.8287,-0.0952,2,2,0.4841,47,0
1049.53,1,52,0.5867,0.0352,2,0,0.2298,4,0
319.38,0,16,0.4164,-0.0651,2,0,0.4536,2,0
368.57,0,26,0.3817,-0.1385,0,0,0.4151,6,1
303.92,0,42,0.8273,0.1433,1,0,0.5703,1,0
1125.29,1,28,0.177,-0.0589,6,1,0.2331,22,0
1158.42,1,33,0.681,0.1023,0,0,0.7588,6,0
307.0,0,21,0.5082,0.2522,4,0,0.5006,2,0
823.93,1,51,0.6048,0.0869,1,0,0.9001,1,0
1520.6,1,38,0.5698,0.0537,1,0,0.7879,2,0
245.33,0,58,0.383,0.1426,2,1,0.3704,6,0
1020.64,1,47,0.7527,0.1004,0,2,0.6845,4,0
2774.13,2,23,0.3154,-0.1063,0,1,0.4548,7,0
234.28,0,20,0.3633,-0.0508,4,2,0.05,16,1
670.81,1,6,0.4713,0.0154,3,0,0.7279,2,1
256.22,0,38,0.6623,-0.3619,4,0,0.142,52,1
749.15,1,45,0.5734,0.0707,0,0,0.3587,0,0
174.08,0,22,0.6941,0.1392,3,0,0.6116,6,0
708.53,1,2,0.5171,-0.0025,2,1,0.2051,3,0
318.32,0,50,0.3783,-0.1317,2,0,0.2101,2,0
1386.17,1,14,0.4397,0.0764,0,0,0.32,1,0
2913.94,2,35,0.1203,0.1177,1,0,0.5351,7,0
116.75,0,4,0.7888,-0.0357,0,1,0.843,5,0
3003.94,2,4,0.297,-0.0003,0,1,0.6815,0,1
1974.11,2,54,0.6762,-0.2014,0,1,0.4641,8,0
2812.42,2,41,0.3275,0.0045,0,0,0.4578,6,0
288.57,0,1,0.1564,-0.105,2,2,0.3322,4,0
831.96,1,7,0.7793,-0.3975,5,4,0.5147,55,1
279.81,0,30,0.661,0.0535,0,0,0.5094,2,0
287.73,0,41,0.3605,-0.3054,4,2,0.4958,35,1
3842.07,2,26,0.5035,0.1523,0,0,0.245,5,0
883.9,1,53,0.8138,0.0441,2,0,0.2504,3,1
1301.35,1,40,0.2105,0.0393,1,0,0.202,0,0
402.96,0,37,0.6442,-0.3446,3,0,0.3278,28,1
1124.04,1,18,0.2148,-0.1222,6,0,0.2192,10,0
476.23,1,41,0.108,0.1191,0,0,0.5239,8,1
428.68,0,53,0.3197,-0.0716,0,0,0.8411,8,1
2044.6,2,3,0.2895,-0.1809,3,0,0.5507,56,1
372.56,0,45,0.741,-0.127,4,0,0.1998,13,1
206.33,0,53,0.3704,-0.0826,4,0,0.4957,6,0
587.83,1,26,0.3234,-0.1142,2,0,0.1184,6,1
4793.23,2,46,0.5042,-0.0844,2,1,0.914,8,0
207.46,0,22,0.8093,0.2017,2,0,0.3418,6,0
433.12,0,12,0.6822,-0.0409,0,4,0.4438,6,0
302.27,0,49,0.193,-0.1,1,0,0.6787,6,0
2071.82,2,19,0.548,-0.3725,3,0,0.4322,56,0
285.49,0,46,0.3812,-0.2524,1,0,0.9207,5,0
564.44,1,19,0.2333,-0.0755,2,0,0.7891,4,0
2388.47,2,24,0.2365,-0.2107,6,0,0.3278,25,1
198.53,0,42,0.8005,-0.0755,1,0,0.4903,4,0
774.96,1,21,0.5133,-0.4042,5,1,0.495,12,0
1230.38,1,49,0.4911,0.0494,2,2,0.881,4,0
972.81,1,3,0.4538,0.0495,1,0,0.8129,0,0
172.62,0,1,0.8045,-0.0333,2,0,0.6624,2,0
390.69,0,5,0.8333,-0.4126,5,1,0.05,44,0
289.28,0,16,0.4095,0.1646,2,0,0.6786,7,0
736.17,1,4,0.2599,-0.0862,5,0,0.5362,4,0
1155.81,1,23,0.1652,-0.0284,1,0,0.5318,3,0
273.52,0,2,0.5872,0.0095,2,0,0.7592,1,1
192.85,0,46,0.3491,0.09,1,0,0.6309,8,0
4582.3,2,10,0.4159,0.0233,1,1,0.3595,4,0
288.25,0,59,0.2413,0.0073,1,0,0.513,7,0
281.86,0,52,0.4113,-0.3026,6,0,0.0902,54,1
772.35,1,42,0.2873,-0.3747,4,0,0.4353,55,0
438.28,0,48,0.2703,0.0393,1,0,0.7348,6,1
241.33,0,47,0.1901,-0.0314,1,0,0.05,5,1
168.87,0,51,0.3375,-0.2615,5,0,0.5243,55,1
228.68,0,34,0.1737,0.0138,1,0,0.1648,4,0
1416.0,1,38,0.2371,0.2542,0,1,0.4834,6,0
1190.9,1,29,0.0848,-0.0297,1,0,0.1552,0,1
814.0,1,38,0.9125,0.1587,1,1,0.1258,4,1
468.96,0,23,0.6631,-0.1921,7,3,0.1109,55,0
1156.32,1,8,0.0643,-0.055,5,3,0.3554,38,0
264.17,0,56,0.746,-0.0647,0,2,0.6095,6,1
839.79,1,42,0.8671,0.0337,0,0,0.5876,6,0
325.43,0,43,0.3886,-0.3403,2,4,0.5065,36,1
665.18,1,17,0.421,0.2214,3,0,0.7508,4,0
290.46,0,47,0.8947,-0.2346,6,0,0.1977,48,1
323.07,0,32,0.4953,-0.0013,0,1,0.7625,1,1
160.68,0,5,0.6809,-0.2811,3,0,0.3069,51,0
271.41,0,58,0.1473,-0.0153,0,0,0.2711,6,1
260.81,0,60,0.0764,0.0752,4,1,0.8842,8,0
1275.44,1,53,0.4349,0.0902,0,1,0.4527,4,0
466.68,1,29,0.4897,0.0547,1,0,0.2228,6,0
253.75,0,14,0.644,0.0094,2,0,0.6867,2,1
2027.6,2,1,0.1999,-0.0543,7,0,0.4261,45,0
1245.44,1,45,0.6314,-0.3121,7,0,0.2452,52,1
2363.7,2,54,0.6103,0.1314,1,0,0.7011,4,1
1668.79,1,7,0.7636,-0.0081,0,0,0.8305,3,0
1122.14,1,42,0.7299,-0.0594,10,0,0.168,45,0
770.97,1,2,0.4732,-0.4032,7,0,0.333,11,0
967.87,1,47,0.5986,0.0749,2,0,0.2798,3,0
2120.27,2,2,0.487,-0.2649,6,0,0.1283,44,1
391.77,0,59,0.4602,0.1303,1,4,0.5208,0,0
181.93,0,11,0.3199,0.0771,2,0,0.4926,4,0
217.37,0,25,0.6733,-0.3017,0,0,0.7981,2,1
2814.99,2,42,0.9098,-0.0618,2,0,0.5221,3,0
445.37,0,51,0.1371,0.0369,0,0,0.4229,3,0
411.8,1,22,0.6273,0.048,3,0,0.6569,7,0
1439.84,1,59,0.6063,0.0907,2,4,0.6747,7,0
2285.13,2,1,0.63,0.1749,2,0,0.5915,3,0
149.98,0,29,0.25,0.0787,1,0,0.7557,4,0
311.26,1,60,0.1322,-0.1884,2,1,0.6692,2,0
1405.21,2,17,0.3666,-0.0618,12,0,0.4269,14,0
288.01,0,33,0.3578,-0.2031,5,2,0.509,28,1
869.71,1,27,0.7058,-0.128,6,0,0.2531,45,1
361.95,0,24,0.5938,-0.0836,8,2,0.6275,51,0
734.29,1,47,0.4722,-0.0294,4,0,0.8463,2,0
603.9,1,32,0.4506,-0.1164,3,0,0.1314,28,1
250.96,0,43,0.7938,-0.0153,2,0,0.6345,3,0
293.43,0,32,0.4229,0.0793,0,0,0.4253,7,0
314.4,0,60,0.6532,-0.2465,4,1,0.05,10,0
220.01,0,29,0.8701,0.0254,1,0,0.3945,4,0
1220.15,1,48,0.6059,0.0684,2,0,0.4582,7,0
233.32,0,37,0.5136,-0.2787,6,0,0.05,16,1
213.89,0,49,0.1361,-0.2543,8,0,0.1175,32,0
736.11,1,54,0.2232,-0.1027,8,0,0.3921,25,0
1296.49,1,14,0.3464,0.124,5,2,0.63,2,1
849.58,1,19,0.8363,-0.0564,1,1,0.3848,1,0
1882.1,2,19,0.8009,-0.0627,2,0,0.2906,4,0
401.02,0,30,0.5482,0.0263,0,0,0.8677,4,1
1884.06,1,30,0.2189,0.0949,1,2,0.5612,8,0
312.08,0,1,0.5471,0.0731,1,0,0.7875,3,0
1370.69,1,54,0.6016,-0.3708,3,0,0.05,41,0
3449.04,2,52,0.3768,0.0981,1,0,0.8645,0,0
720.0,1,37,0.7993,-0.0428,0,0,0.7682,8,0
898.34,1,19,0.8192,0.0874,0,0,0.8434,0,0
568.12,1,50,0.3906,0.0487,1,0,0.6642,0,0
269.93,0,17,0.5865,-0.4374,5,0,0.2544,46,0
714.84,1,19,0.3513,-0.0336,1,1,0.7488,5,1
772.95,1,60,0.3749,0.0333,0,1,0.279,3,0
1845.97,2,56,0.5112,0.0283,4,1,0.4525,4,1
262.28,0,36,0.3103,-0.0847,2,1,0.8156,0,1
349.38,0,11,0.4822,0.0802,0,0,0.6067,5,0
853.55,1,8,0.6877,0.1357,0,0,0.9452,3,0
151.01,0,58,0.174,-0.2743,6,4,0.3903,37,1
223.35,0,16,0.416,-0.1475,6,0,0.3624,35,0
170.39,0,41,0.7981,-0.4368,4,0,0.1516,43,1
969.37,1,22,0.1696,-0.1534,4,0,0.3715,49,0
345.86,0,30,0.628,0.0069,2,0,0.6808,0,0
317.24,0,60,0.4348,-0.1667,4,0,0.5961,38,0
220.15,0,36,0.47,0.1136,1,1,0.6899,0,0
2616.58,2,26,0.5395,0.0092,1,1,0.608,0,0
754.97,1,25,0.0589,-0.1637,1,0,0.6652,5,0
194.71,0,14,0.4751,0.1,0,0,0.1643,4,1
375.99,0,34,0.3521,0.0597,0,1,0.3838,3,0
1185.04,1,35,0.6693,0.035,3,0,0.5365,2,0
404.23,0,6,0.5123,-0.0974,1,0,0.6103,7,0
719.32,1,25,0.3744,-0.317,5,0,0.4198,43,1
438.19,0,39,0.3353,-0.0515,1,1,0.7644,7,0
2019.23,2,4,0.6669,-0.1281,4,0,0.4547,49,0
364.53,0,59,0.94,-0.3815,9,1,0.115,50,1
744.27,1,52,0.7051,-0.299,5,0,0.235,27,1
268.13,0,39,0.6455,0.2352,2,0,0.5612,3,0
1028.45,2,1,0.1226,-0.2416,2,0,0.3384,23,1
2159.33,2,32,0.5376,0.0477,2,0,0.6216,4,0
918.83,1,54,0.6736,0.0166,1,0,0.4188,8,0
251.23,0,2,0.2532,-0.0624,5,0,0.4136,55,0
536.22,0,48,0.3518,0.1824,2,0,0.6662,2,0
592.5,1,51,0.7585,-0.054,1,0,0.817,8,0
730.67,1,5,0.3852,0.0448,1,0,0.4316,5,1
211.28,0,14,0.8175,0.0018,1,3,0.4514,6,1
238.07,0,44,0.9357,-0.0069,2,0,0.2637,2,0
416.08,0,55,0.791,-0.3242,10,0,0.05,33,1
1492.98,1,47,0.1703,-0.3181,3,0,0.0562,20,1
696.41,1,32,0.8478,0.0411,1,0,0.1884,2,0
691.02,1,37,0.1688,0.0416,1,0,0.3039,0,0
593.61,1,32,0.4915,-0.3996,5,0,0.05,22,0
458.1,0,35,0.3991,-0.4327,4,0,0.1508,43,1
429.33,0,47,0.5084,0.1167,0,0,0.5883,8,0
279.44,0,3,0.6776,-0.0875,1,4,0.2917,3,0
545.98,1,13,0.2436,0.0437,0,0,0.3654,3,0
183.56,0,4,0.7633,0.1243,0,0,0.4274,0,0
307.85,0,48,0.326,0.0769,0,0,0.1914,5,0
351.48,0,44,0.5144,-0.0116,3,1,0.7363,1,0
140.71,0,4,0.1116,0.0485,1,0,0.7371,6,0
795.33,1,7,0.3407,0.1852,5,0,0.1611,0,0
510.96,0,16,0.2885,-0.3621,5,0,0.2931,28,1
268.74,0,15,0.4084,0.0767,2,0,0.472,8,0
1499.06,1,32,0.3434,-0.3029,5,0,0.7142,49,1
363.96,0,30,0.3523,-0.3364,6,0,0.3259,40,1
198.42,0,22,0.4582,-0.2087,7,0,0.6742,16,0
261.76,0,10,0.0934,0.2273,0,0,0.8632,5,0
850.8,1,39,0.5358,-0.1593,4,0,0.2476,16,1
207.78,0,48,0.87,-0.1235,9,0,0.05,11,0
633.82,1,39,0.274,-0.1529,1,0,0.8014,0,0
4066.72,2,49,0.739,-0.1857,7,0,0.3713,39,0
632.16,1,55,0.4946,-0.0727,6,0,0.3056,20,1
422.98,0,51,0.7169,-0.0458,1,0,0.6726,0,0
763.91,1,40,0.3471,0.0826,1,0,0.6374,5,0
287.41,0,3,0.4391,-0.2647,0,0,0.1373,1,0
353.02,0,21,0.7062,-0.1864,10,0,0.058,25,0
721.78,1,26,0.4779,0.0024,2,0,0.3879,6,1
353.77,0,43,0.2802,-0.0556,6,0,0.4132,45,0
141.69,0,51,0.3586,0.2107,0,0,0.7148,8,0
338.25,0,39,0.5998,-0.0108,1,0,0.8252,8,0
122.23,0,22,0.7271,-0.1417,0,0,0.1877,4,0
267.87,0,48,0.6739,0.0657,2,0,0.4971,6,0
1200.16,1,42,0.3133,-0.1034,4,0,0.6005,52,0
2984.02,2,48,0.7233,0.0026,0,0,0.2845,4,1
184.09,0,36,0.4617,0.2551,3,0,0.6553,7,1
591.01,1,39,0.2388,0.041,2,0,0.6779,2,0
227.89,0,21,0.7585,0.1215,0,0,0.3075,3,0
309.53,0,24,0.3552,0.0523,1,2,0.4074,1,0
142.41,0,17,0.7877,-0.251,4,0,0.05,33,1
288.66,0,16,0.6526,-0.0131,1,0,0.5818,7,0
323.4,0,40,0.8099,-0.3499,10,0,0.2122,38,1
262.65,0,24,0.6791,0.0966,1,0,0.05,5,0
348.54,0,9,0.7733,0.0499,1,0,0.6201,7,0
962.49,1,3,0.2423,0.0995,1,2,0.2312,3,0
239.92,0,52,0.6344,-0.0841,1,0,0.1815,18,0
147.26,0,27,0.7894,0.068,3,1,0.6332,8,0
303.86,0,35,0.2191,-0.1394,0,0,0.7524,7,1
637.56,1,55,0.6334,-0.3471,4,0,0.7302,12,0
236.86,0,7,0.2643,-0.0505,3,0,0.4263,8,0
1052.49,1,57,0.3329,-0.1397,5,0,0.3143,35,1
476.25,0,43,0.7411,-0.0284,1,0,0.867,1,0
286.16,0,39,0.7069,-0.1173,2,0,0.6327,5,0
2913.61,2,26,0.5696,-0.0368,1,0,0.4722,4,0
174.92,0,43,0.0722,-0.1569,8,0,0.05,45,1
316.02,0,13,0.7275,-0.1286,3,0,0.6857,44,1
283.98,0,19,0.913,-0.0545,0,0,0.2853,8,0
3690.27,2,58,0.3372,-0.4175,4,0,0.615,21,0
736.61,1,17,0.251,0.1765,1,0,0.4711,6,0
817.82,1,44,0.5992,0.1109,1,0,0.0612,8,0
3476.6,2,56,0.7474,-0.2107,0,0,0.8181,3,0
280.81,0,36,0.4588,-0.1409,4,0,0.5058,17,0
1628.04,2,18,0.6656,0.0058,5,0,0.5672,5,0
708.36,0,51,0.6781,-0.1836,0,0,0.5296,7,0
610.16,1,50,0.5614,-0.109,2,0,0.2763,1,0
283.51,0,33,0.8249,0.0999,0,0,0.5348,4,1
327.41,0,7,0.6875,-0.1771,5,2,0.05,55,0
2635.66,2,27,0.273,0.0281,1,0,0.3644,0,1
271.37,0,26,0.7028,-0.306,5,0,0.5183,54,1
2249.71,2,12,0.5033,0.1282,2,0,0.326,0,0
267.11,0,25,0.2363,-0.103,1,0,0.1151,6,0
602.23,1,10,0.4024,-0.0688,3,0,0.5215,8,0
5093.91,2,42,0.1162,-0.0118,0,1,0.0723,4,0
268.51,0,26,0.5958,-0.2875,5,0,0.2248,32,0
2957.65,2,44,0.5933,-0.0682,1,0,0.167,8,0
791.63,1,28,0.3762,0.1262,1,0,0.7798,5,1
786.08,1,43,0.3871,-0.0644,2,0,0.9531,7,1
247.27,0,44,0.2946,0.0981,1,0,0.5229,6,0
517.38,1,10,0.453,0.0835,1,1,0.9315,2,0
841.35,1,27,0.4566,0.0032,0,0,0.7808,5,0
251.5,0,45,0.2357,-0.0977,8,0,0.643,15,0
436.99,0,36,0.6301,0.0263,0,2,0.7673,7,1
190.76,0,14,0.1922,-0.0651,6,0,0.4454,56,1
1961.02,2,50,0.5167,-0.0329,0,0,0.6428,2,0
211.75,0,12,0.3927,-0.2623,2,0,0.4065,42,1
1474.55,1,60,0.9635,0.107,0,0,0.4393,2,0
1770.35,2,43,0.4819,0.0048,1,0,0.7436,0,0
353.08,0,20,0.0225,-0.0408,1,1,0.3188,4,1
407.25,0,12,0.5133,-0.0488,1,0,0.6371,0,1
845.63,1,55,0.2706,-0.3377,5,0,0.1921,20,0
179.11,0,32,0.5844,0.0824,3,4,0.2549,3,1
552.12,1,49,0.2683,0.055,2,0,0.401,4,1
1202.48,1,50,0.3078,-0.0643,7,0,0.2499,47,1
572.5,1,5,0.5187,0.083,1,0,0.7347,8,0
332.65,0,42,0.8059,-0.1748,5,3,0.2451,20,0
926.34,1,21,0.2125,-0.1135,0,0,0.3901,2,0
1015.58,1,55,0.8531,-0.091,1,1,0.8415,0,0
342.04,0,14,0.895,0.0802,5,1,0.1158,5,0
641.9,1,3,0.3913,-0.1174,1,0,0.593,7,1
1705.8,2,40,0.4903,-0.354,7,0,0.4667,52,1
1143.04,1,34,0.6099,0.0086,1,0,0.4901,4,0
232.67,0,34,0.1889,-0.0833,0,0,0.4828,5,0
110.76,0,16,0.6207,-0.1468,4,0,0.217,6,0
363.92,0,30,0.5165,-0.2037,6,0,0.248,34,1
201.78,0,58,0.7908,-0.161,1,0,0.5169,4,0
341.51,0,46,0.6901,0.0812,0,0,0.4662,5,0
3907.73,2,60,0.5134,-0.4078,7,0,0.05,29,0
291.71,0,20,0.1785,-0.056,1,0,0.7882,5,1
1261.1,1,53,0.5049,-0.1167,4,0,0.3525,2,1
306.04,0,23,0.3102,0.1366,2,0,0.9184,2,0
505.47,0,57,0.5125,-0.2834,7,0,0.6098,50,0
199.97,0,52,0.2388,-0.075,2,0,0.05,54,0
289.17,0,10,0.6837,0.1387,3,1,0.4609,0,0
1126.45,1,59,0.5242,-0.3102,5,0,0.361,40,0
2245.27,2,37,0.8153,-0.2444,3,0,0.2554,11,1
3592.13,2,47,0.8413,-0.0842,1,0,0.7419,7,0
249.3,0,35,0.3887,-0.2884,4,0,0.5763,46,0
1836.29,1,14,0.2254,-0.137,1,2,0.3904,7,1
609.51,0,60,0.4297,0.2283,1,0,0.2833,2,0
2649.03,2,7,0.3329,-0.0628,0,0,0.5778,4,0
1079.91,1,49,0.0855,-0.2401,12,0,0.2152,9,1
440.08,0,13,0.2656,-0.3348,5,0,0.0849,56,0
191.4,0,48,0.066,0.0179,0,0,0.4856,6,0
183.22,0,26,0.2211,0.0046,1,1,0.1303,0,0
450.17,0,15,0.5656,0.0023,1,1,0.5074,3,0
2641.55,2,15,0.6627,0.068,0,0,0.9034,6,0
822.17,1,20,0.6668,-0.084,1,0,0.584,7,1
2409.36,2,55,0.5838,-0.0241,1,0,0.7898,2,0
125.81,0,47,0.5786,-0.2104,4,0,0.7098,8,0
832.58,1,41,0.7301,-0.2317,9,3,0.1636,29,1
222.81,0,38,0.1655,-0.1098,1,0,0.5455,4,0
1227.27,1,26,0.1482,-0.312,3,0,0.4881,56,0
410.81,0,55,0.7282,-0.0073,3,4,0.5228,1,1
354.86,0,17,0.1364,0.0897,1,1,0.452,1,0
1022.12,1,57,0.5559,0.0585,0,0,0.4345,4,0
171.71,0,23,0.4947,-0.2887,5,0,0.6181,39,1
356.6,0,21,0.4863,-0.0744,1,0,0.3989,5,0
1109.33,1,29,0.3246,0.0275,0,3,0.7935,1,0
448.41,0,45,0.3439,0.0454,0,0,0.8078,5,1
